Code,lichaamslocalisatie,pathologie
4175,Regio clavicularis (incl. aangrenzende gewrichten),HNP met radiculair syndroom
4176,Regio clavicularis (incl. aangrenzende gewrichten),Dwarslaesie (incl. traumatisch en partieel)
4177,Regio clavicularis (incl. aangrenzende gewrichten),Neurotraumata
4178,Regio clavicularis (incl. aangrenzende gewrichten),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
4179,Regio clavicularis (incl. aangrenzende gewrichten),Psychomotore retardatie / ontwikkelingsstoornissen
4180,Regio clavicularis (incl. aangrenzende gewrichten),Symptomatologie (nog zonder aanwijsbare pathologie)
4181,Regio clavicularis (incl. aangrenzende gewrichten),Psychosomatische aandoeningen
4182,Regio clavicularis (incl. aangrenzende gewrichten),Hyperventilatie zonder longpathologie
4183,Regio clavicularis (incl. aangrenzende gewrichten),Proctologie
4184,Regio clavicularis (incl. aangrenzende gewrichten),"M.D.L. (Maag, Darm, Lever)"
4185,Regio clavicularis (incl. aangrenzende gewrichten),Seksuologie
4186,Regio clavicularis (incl. aangrenzende gewrichten),"Urine incontinentie, incontinentie urinae"
4187,Regio clavicularis (incl. aangrenzende gewrichten),"Fecale incontinentie, incontinentie alvi"
4188,Regio clavicularis (incl. aangrenzende gewrichten),Urologie
4189,Regio clavicularis (incl. aangrenzende gewrichten),Gynaecologie
4190,Regio clavicularis (incl. aangrenzende gewrichten),"Reumatoïde arthritis, chronische reuma"
4191,Regio clavicularis (incl. aangrenzende gewrichten),Juveniel reuma
4192,Regio clavicularis (incl. aangrenzende gewrichten),(Poly-) arthritis
4193,Regio clavicularis (incl. aangrenzende gewrichten),Spondylitis ankylopoetica / ankylose
4194,Regio clavicularis (incl. aangrenzende gewrichten),Overige reumatische- en collageenaandoeningen 
4195,Regio clavicularis (incl. aangrenzende gewrichten),Littekenweefsel
4196,Regio clavicularis (incl. aangrenzende gewrichten),Sclerodermie
4197,Regio clavicularis (incl. aangrenzende gewrichten),Psoriasis
4198,Regio clavicularis (incl. aangrenzende gewrichten),Hyperhydrosis
4199,Regio clavicularis (incl. aangrenzende gewrichten),Overige huidaandoeningen
4200,Regio scapularis,Amputatie
4201,Regio scapularis,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
4202,Regio scapularis,"Botten, uitgezonderd wervelkolom"
4203,Regio scapularis,"Meniscectomie, synovectomie"
4204,Regio scapularis,"Pees, spier, ligament"
4205,Regio scapularis,Wervelkolom
4206,Regio scapularis,Verwijderde osteosynthese materiaal
4208,Regio scapularis,Postoperatieve contractuur / atrofie
4209,Regio scapularis,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
4210,Regio scapularis,Aseptische botnecrose
4211,Regio scapularis,Afwijkingen wervelkolom / bekken
4212,Regio scapularis,Skeletafwijkingen (aangeboren)
4213,Regio scapularis,Ossificatiestoornis
4214,Regio scapularis,Ontstekingen / nieuwvormingen in het skelet
4215,Regio scapularis,Pseudo-arthrose / epiphysiolysis / apofysitiden
4216,Regio scapularis,Standsafwijkingen extremiteiten
4217,Regio scapularis,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
4218,Regio scapularis,Overige orthopedische aandoeningen zonder chirurgie
4219,Regio scapularis,Dupuytren
4220,Regio scapularis,Epicondylitis / tendinitis / tendovaginitis
4221,Regio scapularis,Bursitis (niet traumatisch) / capsulitis
4222,Regio scapularis,Chondropathie / arthropathie / meniscuslaesie
4223,Regio scapularis,Arthrose
4224,Regio scapularis,Osteoporose
4225,Regio scapularis,Syndroom van Costen
4226,Regio scapularis,"Spier-, pees- en fascie aandoeningen"
4227,Regio scapularis,"Discusdegeneratie, coccygodynie / HNP"
4228,Regio scapularis,Sudeckse a(dys)trofie
4231,Regio scapularis,Gewrichtcontusie / -distorsie
4232,Regio scapularis,Luxatie (sub-)
4233,Regio scapularis,"Spier-, peesruptuur / haematoom"
4234,Regio scapularis,Hydrops / haemarthos / haematoom
4235,Regio scapularis,Myositis ossificans / adhaesies / traumatische bursitis
4236,Regio scapularis,Fracturen
4237,Regio scapularis,Onbekend
4238,Regio scapularis,Whiplash injury (nektrauma)
4239,Regio scapularis,Status na brandwonden
4240,Regio scapularis,Hartaandoeningen (niet genoemd onder 41 t/m 49)
4241,Regio scapularis,Myocard-infarct (AMI)
4242,Regio scapularis,Status na coronary artery bypassoperatie (CABG)
4243,Regio scapularis,Status na percutane transluminale coronair angioplastiek (PTCA)
4244,Regio scapularis,Status na hartklepoperatie
4245,Regio scapularis,Status na operatief gecorrigeerde congenitale afwijkingen
4246,Regio scapularis,Lymfevataandoeningen / oedeem
4247,Regio scapularis,Ulcus / decubitus / necrose
4248,Regio scapularis,"Algemeen vaatlijden, circulatiestoornissen"
4249,Regio scapularis,Onbekend
4250,Regio scapularis,Cara
4251,Regio scapularis,Aangeboren afwijkingen tractus respiratorius
4252,Regio scapularis,Pneumothorax / longoedeem
4253,Regio scapularis,Luchtweginfecties
4254,Regio scapularis,COPD
4255,Regio scapularis,Emfyseem
4256,Regio scapularis,Interstitiële longaandoeningen incl. sarcoïdose
4260,Regio scapularis,Diabetes mellitus
4261,Regio scapularis,Immuniteitsstoornissen
4262,Regio scapularis,Spastisch colon
4264,Regio scapularis,Adipositas
4265,Regio scapularis,"Overige-, erfelijke aandoeningen"
4268,Regio scapularis,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
4269,Regio scapularis,Nieuwvormingen zonder chirurgie
4270,Regio scapularis,Perifere zenuwaandoening
4271,Regio scapularis,Cerebellaire aandoeningen / encephalopathieën
4272,Regio scapularis,Cerebrovasculair accident / centrale parese
4273,Regio scapularis,Multiple sclerose / ALS/ spinale spieratrofie
4274,Regio scapularis,Parkinson / extrapyramidale aandoening
4275,Regio scapularis,HNP met radiculair syndroom
4276,Regio scapularis,Dwarslaesie (incl. traumatisch en partieel)
4277,Regio scapularis,Neurotraumata
4278,Regio scapularis,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
4279,Regio scapularis,Psychomotore retardatie / ontwikkelingsstoornissen
4280,Regio scapularis,Symptomatologie (nog zonder aanwijsbare pathologie)
4281,Regio scapularis,Psychosomatische aandoeningen
4282,Regio scapularis,Hyperventilatie zonder longpathologie
4283,Regio scapularis,Proctologie
4284,Regio scapularis,"M.D.L. (Maag, Darm, Lever)"
4285,Regio scapularis,Seksuologie
4286,Regio scapularis,"Urine incontinentie, incontinentie urinae"
4287,Regio scapularis,"Fecale incontinentie, incontinentie alvi"
4288,Regio scapularis,Urologie
4289,Regio scapularis,Gynaecologie
4290,Regio scapularis,"Reumatoïde arthritis, chronische reuma"
4291,Regio scapularis,Juveniel reuma
4292,Regio scapularis,(Poly-) arthritis
4293,Regio scapularis,Spondylitis ankylopoetica / ankylose
4294,Regio scapularis,Overige reumatische- en collageenaandoeningen 
4295,Regio scapularis,Littekenweefsel
4296,Regio scapularis,Sclerodermie
4297,Regio scapularis,Psoriasis
4298,Regio scapularis,Hyperhydrosis
4299,Regio scapularis,Overige huidaandoeningen
4300,Bovenarmregio,Amputatie
4301,Bovenarmregio,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
4302,Bovenarmregio,"Botten, uitgezonderd wervelkolom"
4303,Bovenarmregio,"Meniscectomie, synovectomie"
4304,Bovenarmregio,"Pees, spier, ligament"
4305,Bovenarmregio,Wervelkolom
4306,Bovenarmregio,Verwijderde osteosynthese materiaal
4308,Bovenarmregio,Postoperatieve contractuur / atrofie
4309,Bovenarmregio,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
4310,Bovenarmregio,Aseptische botnecrose
4311,Bovenarmregio,Afwijkingen wervelkolom / bekken
4312,Bovenarmregio,Skeletafwijkingen (aangeboren)
4313,Bovenarmregio,Ossificatiestoornis
4314,Bovenarmregio,Ontstekingen / nieuwvormingen in het skelet
4315,Bovenarmregio,Pseudo-arthrose / epiphysiolysis / apofysitiden
4316,Bovenarmregio,Standsafwijkingen extremiteiten
4317,Bovenarmregio,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
4318,Bovenarmregio,Overige orthopedische aandoeningen zonder chirurgie
4319,Bovenarmregio,Dupuytren
4320,Bovenarmregio,Epicondylitis / tendinitis / tendovaginitis
4321,Bovenarmregio,Bursitis (niet traumatisch) / capsulitis
4322,Bovenarmregio,Chondropathie / arthropathie / meniscuslaesie
4323,Bovenarmregio,Arthrose
4324,Bovenarmregio,Osteoporose
4325,Bovenarmregio,Syndroom van Costen
4326,Bovenarmregio,"Spier-, pees- en fascie aandoeningen"
4327,Bovenarmregio,"Discusdegeneratie, coccygodynie / HNP"
4328,Bovenarmregio,Sudeckse a(dys)trofie
4331,Bovenarmregio,Gewrichtcontusie / -distorsie
4332,Bovenarmregio,Luxatie (sub-)
4333,Bovenarmregio,"Spier-, peesruptuur / haematoom"
4334,Bovenarmregio,Hydrops / haemarthos / haematoom
4335,Bovenarmregio,Myositis ossificans / adhaesies / traumatische bursitis
4336,Bovenarmregio,Fracturen
4337,Bovenarmregio,Onbekend
4338,Bovenarmregio,Whiplash injury (nektrauma)
4339,Bovenarmregio,Status na brandwonden
4340,Bovenarmregio,Hartaandoeningen (niet genoemd onder 41 t/m 49)
4341,Bovenarmregio,Myocard-infarct (AMI)
4342,Bovenarmregio,Status na coronary artery bypassoperatie (CABG)
4343,Bovenarmregio,Status na percutane transluminale coronair angioplastiek (PTCA)
4344,Bovenarmregio,Status na hartklepoperatie
4345,Bovenarmregio,Status na operatief gecorrigeerde congenitale afwijkingen
4346,Bovenarmregio,Lymfevataandoeningen / oedeem
4347,Bovenarmregio,Ulcus / decubitus / necrose
4348,Bovenarmregio,"Algemeen vaatlijden, circulatiestoornissen"
4349,Bovenarmregio,Onbekend
4350,Bovenarmregio,Cara
4351,Bovenarmregio,Aangeboren afwijkingen tractus respiratorius
4352,Bovenarmregio,Pneumothorax / longoedeem
4353,Bovenarmregio,Luchtweginfecties
4354,Bovenarmregio,COPD
4355,Bovenarmregio,Emfyseem
4356,Bovenarmregio,Interstitiële longaandoeningen incl. sarcoïdose
4360,Bovenarmregio,Diabetes mellitus
4361,Bovenarmregio,Immuniteitsstoornissen
4362,Bovenarmregio,Spastisch colon
4364,Bovenarmregio,Adipositas
4365,Bovenarmregio,"Overige-, erfelijke aandoeningen"
4368,Bovenarmregio,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
4369,Bovenarmregio,Nieuwvormingen zonder chirurgie
4370,Bovenarmregio,Perifere zenuwaandoening
4371,Bovenarmregio,Cerebellaire aandoeningen / encephalopathieën
4372,Bovenarmregio,Cerebrovasculair accident / centrale parese
4373,Bovenarmregio,Multiple sclerose / ALS/ spinale spieratrofie
4374,Bovenarmregio,Parkinson / extrapyramidale aandoening
4375,Bovenarmregio,HNP met radiculair syndroom
4376,Bovenarmregio,Dwarslaesie (incl. traumatisch en partieel)
4377,Bovenarmregio,Neurotraumata
4378,Bovenarmregio,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
4379,Bovenarmregio,Psychomotore retardatie / ontwikkelingsstoornissen
4380,Bovenarmregio,Symptomatologie (nog zonder aanwijsbare pathologie)
4381,Bovenarmregio,Psychosomatische aandoeningen
4382,Bovenarmregio,Hyperventilatie zonder longpathologie
4383,Bovenarmregio,Proctologie
4384,Bovenarmregio,"M.D.L. (Maag, Darm, Lever)"
4385,Bovenarmregio,Seksuologie
4386,Bovenarmregio,"Urine incontinentie, incontinentie urinae"
4387,Bovenarmregio,"Fecale incontinentie, incontinentie alvi"
4388,Bovenarmregio,Urologie
4389,Bovenarmregio,Gynaecologie
4390,Bovenarmregio,"Reumatoïde arthritis, chronische reuma"
4391,Bovenarmregio,Juveniel reuma
4392,Bovenarmregio,(Poly-) arthritis
4393,Bovenarmregio,Spondylitis ankylopoetica / ankylose
4394,Bovenarmregio,Overige reumatische- en collageenaandoeningen 
4395,Bovenarmregio,Littekenweefsel
4396,Bovenarmregio,Sclerodermie
4397,Bovenarmregio,Psoriasis
4398,Bovenarmregio,Hyperhydrosis
4399,Bovenarmregio,Overige huidaandoeningen
4900,Gecombineerd **Schouder/ bovenarm,Amputatie
4901,Gecombineerd **Schouder/ bovenarm,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
4902,Gecombineerd **Schouder/ bovenarm,"Botten, uitgezonderd wervelkolom"
4903,Gecombineerd **Schouder/ bovenarm,"Meniscectomie, synovectomie"
4904,Gecombineerd **Schouder/ bovenarm,"Pees, spier, ligament"
4905,Gecombineerd **Schouder/ bovenarm,Wervelkolom
4906,Gecombineerd **Schouder/ bovenarm,Verwijderde osteosynthese materiaal
4908,Gecombineerd **Schouder/ bovenarm,Postoperatieve contractuur / atrofie
4909,Gecombineerd **Schouder/ bovenarm,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
4910,Gecombineerd **Schouder/ bovenarm,Aseptische botnecrose
4911,Gecombineerd **Schouder/ bovenarm,Afwijkingen wervelkolom / bekken
4912,Gecombineerd **Schouder/ bovenarm,Skeletafwijkingen (aangeboren)
4913,Gecombineerd **Schouder/ bovenarm,Ossificatiestoornis
4914,Gecombineerd **Schouder/ bovenarm,Ontstekingen / nieuwvormingen in het skelet
4915,Gecombineerd **Schouder/ bovenarm,Pseudo-arthrose / epiphysiolysis / apofysitiden
4916,Gecombineerd **Schouder/ bovenarm,Standsafwijkingen extremiteiten
4917,Gecombineerd **Schouder/ bovenarm,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
4918,Gecombineerd **Schouder/ bovenarm,Overige orthopedische aandoeningen zonder chirurgie
4919,Gecombineerd **Schouder/ bovenarm,Dupuytren
4920,Gecombineerd **Schouder/ bovenarm,Epicondylitis / tendinitis / tendovaginitis
4921,Gecombineerd **Schouder/ bovenarm,Bursitis (niet traumatisch) / capsulitis
4922,Gecombineerd **Schouder/ bovenarm,Chondropathie / arthropathie / meniscuslaesie
4923,Gecombineerd **Schouder/ bovenarm,Artrose
4924,Gecombineerd **Schouder/ bovenarm,Osteoporose
4925,Gecombineerd **Schouder/ bovenarm,Syndroom van Costen
4926,Gecombineerd **Schouder/ bovenarm,"Spier-, pees- en fascie aandoeningen"
4927,Gecombineerd **Schouder/ bovenarm,"Discusdegeneratie, coccygodynie / HNP"
4928,Gecombineerd **Schouder/ bovenarm,Sudeckse a(dys)trofie
4931,Gecombineerd **Schouder/ bovenarm,Gewrichtcontusie / -distorsie
4932,Gecombineerd **Schouder/ bovenarm,Luxatie (sub-)
4933,Gecombineerd **Schouder/ bovenarm,"Spier-, peesruptuur / haematoom"
4934,Gecombineerd **Schouder/ bovenarm,Hydrops / haemarthos / haematoom
4935,Gecombineerd **Schouder/ bovenarm,Myositis ossificans / adhaesies / traumatische bursitis
4936,Gecombineerd **Schouder/ bovenarm,Fracturen
4937,Gecombineerd **Schouder/ bovenarm,Onbekend
4938,Gecombineerd **Schouder/ bovenarm,Whiplash injury (nektrauma)
4939,Gecombineerd **Schouder/ bovenarm,Status na brandwonden
4940,Gecombineerd **Schouder/ bovenarm,Hartaandoeningen (niet genoemd onder 41 t/m 49)
4941,Gecombineerd **Schouder/ bovenarm,Myocard-infarct (AMI)
4942,Gecombineerd **Schouder/ bovenarm,Status na coronary artery bypassoperatie (CABG)
4943,Gecombineerd **Schouder/ bovenarm,Status na percutane transluminale coronair angioplastiek (PTCA)
4944,Gecombineerd **Schouder/ bovenarm,Status na hartklepoperatie
4945,Gecombineerd **Schouder/ bovenarm,Status na operatief gecorrigeerde congenitale afwijkingen
4946,Gecombineerd **Schouder/ bovenarm,Lymfevataandoeningen / oedeem
4947,Gecombineerd **Schouder/ bovenarm,Ulcus / decubitus / necrose
4948,Gecombineerd **Schouder/ bovenarm,"Algemeen vaatlijden, circulatiestoornissen"
4949,Gecombineerd **Schouder/ bovenarm,Onbekend
4950,Gecombineerd **Schouder/ bovenarm,Cara
4951,Gecombineerd **Schouder/ bovenarm,Aangeboren afwijkingen tractus respiratorius
4952,Gecombineerd **Schouder/ bovenarm,Pneumothorax / longoedeem
4953,Gecombineerd **Schouder/ bovenarm,Luchtweginfecties
4954,Gecombineerd **Schouder/ bovenarm,COPD
4955,Gecombineerd **Schouder/ bovenarm,Emfyseem
4956,Gecombineerd **Schouder/ bovenarm,Interstitiële longaandoeningen incl. sarcoïdose
4960,Gecombineerd **Schouder/ bovenarm,Diabetes mellitus
4961,Gecombineerd **Schouder/ bovenarm,Immuniteitsstoornissen
4962,Gecombineerd **Schouder/ bovenarm,Spastisch colon
4964,Gecombineerd **Schouder/ bovenarm,Adipositas
4965,Gecombineerd **Schouder/ bovenarm,"Overige-, erfelijke aandoeningen"
4968,Gecombineerd **Schouder/ bovenarm,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
4969,Gecombineerd **Schouder/ bovenarm,Nieuwvormingen zonder chirurgie
4970,Gecombineerd **Schouder/ bovenarm,Perifere zenuwaandoening
4971,Gecombineerd **Schouder/ bovenarm,Cerebellaire aandoeningen / encephalopathieën
4972,Gecombineerd **Schouder/ bovenarm,Cerebrovasculair accident / centrale parese
4973,Gecombineerd **Schouder/ bovenarm,Multiple sclerose / ALS/ spinale spieratrofie
4974,Gecombineerd **Schouder/ bovenarm,Parkinson / extrapyramidale aandoening
4975,Gecombineerd **Schouder/ bovenarm,HNP met radiculair syndroom
4976,Gecombineerd **Schouder/ bovenarm,Dwarslaesie (incl. traumatisch en partieel)
4977,Gecombineerd **Schouder/ bovenarm,Neurotraumata
4978,Gecombineerd **Schouder/ bovenarm,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
4979,Gecombineerd **Schouder/ bovenarm,Psychomotore retardatie / ontwikkelingsstoornissen
4980,Gecombineerd **Schouder/ bovenarm,Symptomatologie (nog zonder aanwijsbare pathologie)
4981,Gecombineerd **Schouder/ bovenarm,Psychosomatische aandoeningen
4982,Gecombineerd **Schouder/ bovenarm,Hyperventilatie zonder longpathologie
4983,Gecombineerd **Schouder/ bovenarm,Proctologie
4984,Gecombineerd **Schouder/ bovenarm,"M.D.L. (Maag, Darm, Lever)"
4985,Gecombineerd **Schouder/ bovenarm,Seksuologie
4986,Gecombineerd **Schouder/ bovenarm,"Urine incontinentie, incontinentie urinae"
4987,Gecombineerd **Schouder/ bovenarm,"Fecale incontinentie, incontinentie alvi"
4988,Gecombineerd **Schouder/ bovenarm,Urologie
4989,Gecombineerd **Schouder/ bovenarm,Gynaecologie
4990,Gecombineerd **Schouder/ bovenarm,"Reumatoïde arthritis, chronische reuma"
4991,Gecombineerd **Schouder/ bovenarm,Juveniel reuma
4992,Gecombineerd **Schouder/ bovenarm,(Poly-) arthritis
4993,Gecombineerd **Schouder/ bovenarm,Spondylitis ankylopoetica / ankylose
4994,Gecombineerd **Schouder/ bovenarm,Overige reumatische- en collageenaandoeningen 
4995,Gecombineerd **Schouder/ bovenarm,Littekenweefsel
4996,Gecombineerd **Schouder/ bovenarm,Sclerodermie
4997,Gecombineerd **Schouder/ bovenarm,Psoriasis
4998,Gecombineerd **Schouder/ bovenarm,Hyperhydrosis
4999,Gecombineerd **Schouder/ bovenarm,Overige huidaandoeningen
5000,Art. cubiti (inclusief weke delen),Amputatie
5001,Art. cubiti (inclusief weke delen),"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
5002,Art. cubiti (inclusief weke delen),"Botten, uitgezonderd wervelkolom"
5003,Art. cubiti (inclusief weke delen),"Meniscectomie, synovectomie"
5004,Art. cubiti (inclusief weke delen),"Pees, spier, ligament"
5005,Art. cubiti (inclusief weke delen),Wervelkolom
5006,Art. cubiti (inclusief weke delen),Verwijderde osteosynthese materiaal
5008,Art. cubiti (inclusief weke delen),Postoperatieve contractuur / atrofie
5009,Art. cubiti (inclusief weke delen),Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
5010,Art. cubiti (inclusief weke delen),Aseptische botnecrose
5011,Art. cubiti (inclusief weke delen),Afwijkingen wervelkolom / bekken
5012,Art. cubiti (inclusief weke delen),Skeletafwijkingen (aangeboren)
5013,Art. cubiti (inclusief weke delen),Ossificatiestoornis
5014,Art. cubiti (inclusief weke delen),Ontstekingen / nieuwvormingen in het skelet
5015,Art. cubiti (inclusief weke delen),Pseudo-arthrose / epiphysiolysis / apofysitiden
5016,Art. cubiti (inclusief weke delen),Standsafwijkingen extremiteiten
5017,Art. cubiti (inclusief weke delen),"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
5018,Art. cubiti (inclusief weke delen),Overige orthopedische aandoeningen zonder chirurgie
5019,Art. cubiti (inclusief weke delen),Dupuytren
5020,Art. cubiti (inclusief weke delen),Epicondylitis / tendinitis / tendovaginitis
5021,Art. cubiti (inclusief weke delen),Bursitis (niet traumatisch) / capsulitis
5022,Art. cubiti (inclusief weke delen),Chondropathie / arthropathie / meniscuslaesie
5023,Art. cubiti (inclusief weke delen),Artrose
5024,Art. cubiti (inclusief weke delen),Osteoporose
5025,Art. cubiti (inclusief weke delen),Syndroom van Costen
5026,Art. cubiti (inclusief weke delen),"Spier-, pees- en fascie aandoeningen"
5027,Art. cubiti (inclusief weke delen),"Discusdegeneratie, coccygodynie / HNP"
5028,Art. cubiti (inclusief weke delen),Sudeckse a(dys)trofie
5031,Art. cubiti (inclusief weke delen),Gewrichtcontusie / -distorsie
5032,Art. cubiti (inclusief weke delen),Luxatie (sub-)
5033,Art. cubiti (inclusief weke delen),"Spier-, peesruptuur / haematoom"
5034,Art. cubiti (inclusief weke delen),Hydrops / haemarthos / haematoom
5035,Art. cubiti (inclusief weke delen),Myositis ossificans / adhaesies / traumatische bursitis
5036,Art. cubiti (inclusief weke delen),Fracturen
5037,Art. cubiti (inclusief weke delen),Onbekend
5038,Art. cubiti (inclusief weke delen),Whiplash injury (nektrauma)
5039,Art. cubiti (inclusief weke delen),Status na brandwonden
5040,Art. cubiti (inclusief weke delen),Hartaandoeningen (niet genoemd onder 41 t/m 49)
5041,Art. cubiti (inclusief weke delen),Myocard-infarct (AMI)
5042,Art. cubiti (inclusief weke delen),Status na coronary artery bypassoperatie (CABG)
5043,Art. cubiti (inclusief weke delen),Status na percutane transluminale coronair angioplastiek (PTCA)
5044,Art. cubiti (inclusief weke delen),Status na hartklepoperatie
5045,Art. cubiti (inclusief weke delen),Status na operatief gecorrigeerde congenitale afwijkingen
5046,Art. cubiti (inclusief weke delen),Lymfevataandoeningen / oedeem
5047,Art. cubiti (inclusief weke delen),Ulcus / decubitus / necrose
5048,Art. cubiti (inclusief weke delen),"Algemeen vaatlijden, circulatiestoornissen"
5049,Art. cubiti (inclusief weke delen),Onbekend
5050,Art. cubiti (inclusief weke delen),Cara
5051,Art. cubiti (inclusief weke delen),Aangeboren afwijkingen tractus respiratorius
5052,Art. cubiti (inclusief weke delen),Pneumothorax / longoedeem
5053,Art. cubiti (inclusief weke delen),Luchtweginfecties
5054,Art. cubiti (inclusief weke delen),COPD
5055,Art. cubiti (inclusief weke delen),Emfyseem
5056,Art. cubiti (inclusief weke delen),Interstitiële longaandoeningen incl. sarcoïdose
5060,Art. cubiti (inclusief weke delen),Diabetes mellitus
5061,Art. cubiti (inclusief weke delen),Immuniteitsstoornissen
5062,Art. cubiti (inclusief weke delen),Spastisch colon
5064,Art. cubiti (inclusief weke delen),Adipositas
5065,Art. cubiti (inclusief weke delen),"Overige-, erfelijke aandoeningen"
5068,Art. cubiti (inclusief weke delen),Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
5069,Art. cubiti (inclusief weke delen),Nieuwvormingen zonder chirurgie
5070,Art. cubiti (inclusief weke delen),Perifere zenuwaandoening
5071,Art. cubiti (inclusief weke delen),Cerebellaire aandoeningen / encephalopathieën
5072,Art. cubiti (inclusief weke delen),Cerebrovasculair accident / centrale parese
5073,Art. cubiti (inclusief weke delen),Multiple sclerose / ALS/ spinale spieratrofie
5074,Art. cubiti (inclusief weke delen),Parkinson / extrapyramidale aandoening
5075,Art. cubiti (inclusief weke delen),HNP met radiculair syndroom
5076,Art. cubiti (inclusief weke delen),Dwarslaesie (incl. traumatisch en partieel)
5077,Art. cubiti (inclusief weke delen),Neurotraumata
5078,Art. cubiti (inclusief weke delen),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
5079,Art. cubiti (inclusief weke delen),Psychomotore retardatie / ontwikkelingsstoornissen
5080,Art. cubiti (inclusief weke delen),Symptomatologie (nog zonder aanwijsbare pathologie)
5081,Art. cubiti (inclusief weke delen),Psychosomatische aandoeningen
5082,Art. cubiti (inclusief weke delen),Hyperventilatie zonder longpathologie
5083,Art. cubiti (inclusief weke delen),Proctologie
5084,Art. cubiti (inclusief weke delen),"M.D.L. (Maag, Darm, Lever)"
5085,Art. cubiti (inclusief weke delen),Seksuologie
5086,Art. cubiti (inclusief weke delen),"Urine incontinentie, incontinentie urinae"
5087,Art. cubiti (inclusief weke delen),"Fecale incontinentie, incontinentie alvi"
5088,Art. cubiti (inclusief weke delen),Urologie
5089,Art. cubiti (inclusief weke delen),Gynaecologie
5090,Art. cubiti (inclusief weke delen),"Reumatoïde arthritis, chronische reuma"
5091,Art. cubiti (inclusief weke delen),Juveniel reuma
5092,Art. cubiti (inclusief weke delen),(Poly-) arthritis
5093,Art. cubiti (inclusief weke delen),Spondylitis ankylopoetica / ankylose
5094,Art. cubiti (inclusief weke delen),Overige reumatische- en collageenaandoeningen 
5095,Art. cubiti (inclusief weke delen),Littekenweefsel
5096,Art. cubiti (inclusief weke delen),Sclerodermie
5097,Art. cubiti (inclusief weke delen),Psoriasis
5098,Art. cubiti (inclusief weke delen),Hyperhydrosis
5099,Art. cubiti (inclusief weke delen),Overige huidaandoeningen
5100,Onderarmregio,Amputatie
5101,Onderarmregio,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
5102,Onderarmregio,"Botten, uitgezonderd wervelkolom"
5103,Onderarmregio,"Meniscectomie, synovectomie"
5104,Onderarmregio,"Pees, spier, ligament"
5105,Onderarmregio,Wervelkolom
5106,Onderarmregio,Verwijderde osteosynthese materiaal
5108,Onderarmregio,Postoperatieve contractuur / atrofie
5109,Onderarmregio,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
5110,Onderarmregio,Aseptische botnecrose
5111,Onderarmregio,Afwijkingen wervelkolom / bekken
5112,Onderarmregio,Skeletafwijkingen (aangeboren)
5113,Onderarmregio,Ossificatiestoornis
5114,Onderarmregio,Ontstekingen / nieuwvormingen in het skelet
5115,Onderarmregio,Pseudo-arthrose / epiphysiolysis / apofysitiden
5116,Onderarmregio,Standsafwijkingen extremiteiten
5117,Onderarmregio,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
5118,Onderarmregio,Overige orthopedische aandoeningen zonder chirurgie
5119,Onderarmregio,Dupuytren
5120,Onderarmregio,Epicondylitis / tendinitis / tendovaginitis
5121,Onderarmregio,Bursitis (niet traumatisch) / capsulitis
5122,Onderarmregio,Chondropathie / arthropathie / meniscuslaesie
5123,Onderarmregio,Arthrose
5124,Onderarmregio,Osteoporose
5125,Onderarmregio,Syndroom van Costen
5126,Onderarmregio,"Spier-, pees- en fascie aandoeningen"
5127,Onderarmregio,"Discusdegeneratie, coccygodynie / HNP"
5128,Onderarmregio,Sudeckse a(dys)trofie
5131,Onderarmregio,Gewrichtcontusie / -distorsie
5132,Onderarmregio,Luxatie (sub-)
5133,Onderarmregio,"Spier-, peesruptuur / haematoom"
5134,Onderarmregio,Hydrops / haemarthos / haematoom
5135,Onderarmregio,Myositis ossificans / adhaesies / traumatische bursitis
5136,Onderarmregio,Fracturen
5137,Onderarmregio,Onbekend
5138,Onderarmregio,Whiplash injury (nektrauma)
5139,Onderarmregio,Status na brandwonden
